Ano,Mês,Dia_semana,Dia_mês,refeicao,total,prato_principal_1,prato_principal_2,guarnição,sobremesa_1,Precipitacao_mm,Temp_max_C,Temp_min_C,Umid_rel_ar,Vento_velocidade_ms,Vento_rajada_maxima_ms,letivo,feriado,ferias,vespera_nao_letivo,pos_nao_letivo,vespera_feriado,pos_feriado,dias_desde_inicio_ferias,dias_desde_ultimas_ferias,dias_ate_ferias,dias_ate_feriado
2025,4,qua,30,almoco,2668.0,Carne moída,PVT,Nhoque,Mousse de maracujá,0.0,24.166666666666668,22.46666666666667,44.666666666666664,1.6000000000000003,5.266666666666667,1,0,0,1,0,1,0,0,65,68,1
2025,4,qua,30,jantar,2086.0,Filé de frango,Omelete,Polenta,Bolinho,0.0,22.633333333333336,21.3,60.333333333333336,0.8333333333333334,3.5666666666666664,1,0,0,1,0,1,0,0,65,68,1
2025,5,seg,5,almoco,2549.0,Carne em cubos,Ovo frito,Chuchu,Cocada,0.0,23.566666666666666,22.0,52.333333333333336,2.966666666666667,6.666666666666667,1,0,0,0,1,0,0,0,70,63,45
2025,5,seg,5,jantar,2848.0,Frango empanado,Xadrez de grão de bico,Creme de milho,Barra de cereais,0.0,21.933333333333334,19.733333333333334,63.666666666666664,0.5333333333333333,3.4,1,0,0,0,1,0,0,0,70,63,45
2025,5,ter,6,almoco,2942.0,Bife,Tomate recheado,Macarrão,Mousse de morango,0.0,24.333333333333332,22.333333333333332,50.666666666666664,2.066666666666667,5.833333333333333,1,0,0,0,0,0,0,0,71,62,44
2025,5,ter,6,jantar,2551.0,Lombo,Bife de lentilha,Farofa,Bolinho,0.0,22.2,20.599999999999998,62.333333333333336,0.5,1.9333333333333333,1,0,0,0,0,0,0,0,71,62,44
2025,5,qua,7,almoco,2936.0,Frango assado,Almôndega de aveia,Vagem,Manjar,0.0,25.666666666666668,23.599999999999998,55.0,2.066666666666667,5.766666666666667,1,0,0,0,0,0,0,0,72,61,43
2025,5,qua,7,jantar,2910.0,Estrogonofe de carne,Omelete,Batata palha,Doce de leite,0.0,24.633333333333336,22.5,63.0,0.26666666666666666,2.1666666666666665,1,0,0,0,0,0,0,0,72,61,43
2025,5,qui,8,almoco,2671.0,Lagarto,PVT,Repolho,Iogurte,0.0,26.833333333333332,25.099999999999998,50.666666666666664,2.1333333333333333,5.866666666666667,1,0,0,0,0,0,0,0,73,60,42
2025,5,qui,8,jantar,2400.0,Filé de frango,Quibe de brócolis,Abobrinha,Pudim de maria mole,0.0,25.933333333333334,23.733333333333334,62.666666666666664,0.06666666666666667,1.9333333333333333,1,0,0,0,0,0,0,0,73,60,42
2025,5,sex,9,almoco,2445.0,Pernil,Suflê de legumes,Mandioca,Brigadeirão,0.0,27.266666666666666,25.666666666666668,52.0,2.3333333333333335,6.2,1,0,0,0,0,0,0,0,74,59,41
2025,5,sex,9,jantar,1601.0,Carne moída,Moussaka,Polenta,Picolé,0.0,25.566666666666666,23.933333333333334,60.0,0.9666666666666667,4.133333333333334,1,0,0,0,0,0,0,0,74,59,41
2025,5,sáb,10,almoco,1082.0,Bife,Curry de legumes,Batata,Surpresa de abacaxi,0.0,26.933333333333334,25.099999999999998,54.0,2.8666666666666667,7.033333333333334,1,0,0,1,0,0,0,0,75,58,40
2025,5,seg,12,almoco,2498.0,Bife,Quibe de brócolis,Cenoura,Barra de cereais,0.0,23.266666666666666,20.96666666666667,62.333333333333336,2.6333333333333333,6.533333333333334,1,0,0,0,1,0,0,0,77,56,38
2025,5,seg,12,jantar,2449.0,Linguiça,Ovo frito,Virado,Torrone,0.0,21.833333333333332,20.666666666666668,72.66666666666667,1.2,4.5,1,0,0,0,1,0,0,0,77,56,38
2025,5,ter,13,almoco,2853.0,Fricassê de frango,Bife de feijão,Batata palha,Mosaico,0.0,23.266666666666666,21.366666666666664,62.0,3.0,6.6000000000000005,1,0,0,0,0,0,0,0,78,55,37
2025,5,ter,13,jantar,2828.0,Hamburguer,Hamburguer de PVT,Macarrão,Bolinho,0.0,22.3,21.233333333333334,67.66666666666667,0.23333333333333336,2.766666666666667,1,0,0,0,0,0,0,0,78,55,37
2025,5,qua,14,almoco,1941.0,Filé de peixe,Estrogonofe de grão de bico,Legumes,Chocolate,0.0,23.3,21.266666666666666,58.666666666666664,1.0333333333333334,4.8,1,0,0,0,0,0,0,0,79,54,36
2025,5,qua,14,jantar,2276.0,Bife,Almôndega de ricota,Batata,Gelatina,0.0,21.5,20.133333333333336,58.0,1.2333333333333334,3.9333333333333336,1,0,0,0,0,0,0,0,79,54,36
2025,5,qui,15,almoco,2896.0,Carne moída,Lasanha de abobrinha,Polenta,Picolé,0.0,22.53333333333333,20.7,56.333333333333336,2.9333333333333336,6.866666666666667,1,0,0,0,0,0,0,0,80,53,35
2025,5,qui,15,jantar,2523.0,Frango assado,Baião de dois,Acelga,Surpresa de abacaxi,0.0,21.866666666666664,20.166666666666668,62.333333333333336,1.5,3.6,1,0,0,0,0,0,0,0,80,53,35
2025,5,sex,16,almoco,2557.0,Lombo,Omelete,Farofa,Pé de moça,0.0,23.066666666666666,21.333333333333332,55.0,2.1,6.533333333333334,1,0,0,0,0,0,0,0,81,52,34
2025,5,sex,16,jantar,2226.0,Lasanha bolonhesa,Lasanha de PVT,Vagem,Brigadeirão,0.0,23.03333333333333,20.666666666666668,60.333333333333336,0.6333333333333333,2.566666666666667,1,0,0,0,0,0,0,0,81,52,34
2025,5,sáb,17,almoco,1550.0,Carne em cubos,Grão de bico,Ervilha parmentier,Bananada,0.0,24.266666666666666,22.633333333333336,54.0,3.3000000000000003,7.533333333333334,1,0,0,1,0,0,0,0,82,51,33
2025,5,ter,20,jantar,2737.0,Frango assado,Bife de grão de bico,Polenta,Barra de cereais,0.0,23.733333333333334,21.400000000000002,58.666666666666664,0.4666666666666666,2.3333333333333335,1,0,0,0,0,0,0,0,85,48,30
2025,5,qua,21,almoco,2749.0,Lombo,Ovo frito,Couve,Bolinho,0.0,25.96666666666667,24.400000000000002,47.0,1.6666666666666667,5.233333333333333,1,0,0,0,0,0,0,0,86,47,29
2025,5,qua,21,jantar,2605.0,Isca de carne,Suflê de legumes,Nhoque,Pudim de pão,0.0,23.666666666666668,21.53333333333333,56.333333333333336,0.13333333333333333,1.7333333333333334,1,0,0,0,0,0,0,0,86,47,29
2025,5,qui,22,jantar,2400.0,Pernil,Omelete,Farofa,Picolé,0.0,23.866666666666664,21.566666666666666,52.333333333333336,0.7000000000000001,2.466666666666667,1,0,0,0,0,0,0,0,87,46,28
2025,5,sex,23,almoco,2840.0,Estrogonofe de carne,Xadrez de grão de bico,Batata palha,Flan de baunilha,0.0,24.733333333333334,22.5,53.333333333333336,1.3666666666666665,5.133333333333334,1,0,0,0,0,0,0,0,88,45,27
2025,5,sex,23,jantar,1523.0,Peixe frito,Quibe de abóbora,Brócolis,Bombom,0.0,22.766666666666666,21.53333333333333,65.33333333333333,1.2666666666666666,4.7,1,0,0,0,0,0,0,0,88,45,27
2025,5,sáb,24,almoco,1531.0,Filé de frango,Batata especial,Abobrinha,Surpresa de banana,0.0,24.233333333333334,22.3,54.666666666666664,2.8333333333333335,7.933333333333334,1,0,0,1,0,0,0,0,89,44,26
2025,5,seg,26,almoco,2819.0,Frango empanado,Omelete,Creme de milho,Goiabada,0.0,24.833333333333332,23.0,49.666666666666664,2.6999999999999997,7.766666666666667,1,0,0,0,1,0,0,0,91,42,24
2025,5,seg,26,jantar,2705.0,Bife,Lasanha de queijo,Chuchu,Pé de moça,0.0,23.266666666666666,21.3,57.0,0.6666666666666666,2.6666666666666665,1,0,0,0,1,0,0,0,91,42,24
2025,5,ter,27,almoco,3040.0,Hamburguer,Hamburguer de lentilha,Purês,Gelatina,0.0,24.3,22.233333333333334,52.666666666666664,3.5,8.4,1,0,0,0,0,0,0,0,92,41,23
2025,5,ter,27,jantar,2560.0,Lombo,Curry de legumes,Virado,Chocolate,0.0,22.7,21.53333333333333,54.666666666666664,0.3333333333333333,2.6666666666666665,1,0,0,0,0,0,0,0,92,41,23
2025,5,qua,28,almoco,2877.0,Carne moída,PVT,Macarrão,Pudim de maria mole,0.0,22.066666666666666,19.8,69.0,2.1666666666666665,7.666666666666667,1,0,0,0,0,0,0,0,93,40,22
2025,5,qua,28,jantar,2459.0,Filé de frango,Batata especial,Repolho,Cocada,0.13333333333333333,16.96666666666667,16.46666666666667,87.33333333333333,1.9666666666666668,5.166666666666667,1,0,0,0,0,0,0,0,93,40,22
2025,5,qui,29,almoco,2706.0,Pernil,Moussaka,Farofa,Bombom,0.0,14.799999999999999,12.766666666666666,60.333333333333336,1.3,4.233333333333333,1,0,0,0,0,0,0,0,94,39,21
2025,5,qui,29,jantar,2490.0,Carne louca,Almôndega de aveia,Batata doce,Flan de baunilha,0.0,14.633333333333333,12.466666666666667,71.0,0.5666666666666668,3.6666666666666665,1,0,0,0,0,0,0,0,94,39,21
2025,5,sex,30,almoco,2831.0,Frango assado,Bife de grão de bico,Polenta,Picolé,0.0,18.766666666666666,16.533333333333335,51.0,1.3,4.5,1,0,0,0,0,0,0,0,95,38,20
2025,5,sex,30,jantar,1646.0,Carne em cubos,Ovo frito,Ervilha parmentier,Mousse de maracujá,0.0,18.2,15.666666666666666,56.333333333333336,0.03333333333333333,2.033333333333333,1,0,0,0,0,0,0,0,95,38,20
2025,5,sáb,31,almoco,1366.0,Isca de carne,PVT,Cenoura,Bolinho,0.0,23.53333333333333,21.7,48.333333333333336,1.7,5.433333333333334,1,0,0,1,0,0,0,0,96,37,19
2025,6,seg,2,almoco,2810.0,Fricassê de frango,Omelete,Batata palha,Doce de batata,0.0,24.066666666666666,22.599999999999998,60.0,2.6999999999999997,6.733333333333334,1,0,0,0,1,0,0,0,98,35,17
2025,6,seg,2,jantar,2462.0,Bife,Tomate recheado,Mandioca,Bombom,0.0,22.7,20.866666666666664,69.66666666666667,1.4000000000000001,4.6000000000000005,1,0,0,0,1,0,0,0,98,35,17
2025,6,ter,3,almoco,3104.0,Lasanha bolonhesa,Lasanha de queijo,Vagem,Chocolate,0.0,19.766666666666666,17.733333333333334,77.66666666666667,3.033333333333333,6.933333333333334,1,0,0,0,0,0,0,0,99,34,16
2025,6,ter,3,jantar,2276.0,Pernil,Xadrez de grão de bico,Farofa,Mousse de limão,4.333333333333333,18.733333333333334,16.566666666666666,91.0,1.4333333333333333,8.733333333333334,1,0,0,0,0,0,0,0,99,34,16
2025,6,qua,4,almoco,3069.0,Estrogonofe de carne,Quibe de abóbora,Legumes,Pudim de pão,0.0,24.266666666666666,22.599999999999998,61.333333333333336,2.466666666666667,7.133333333333333,1,0,0,0,0,0,0,0,100,33,15
2025,6,qua,4,jantar,2573.0,Filé de frango,Ovo frito,Couve-flor,Torrone,0.0,23.766666666666666,21.400000000000002,76.0,0.3333333333333333,2.2,1,0,0,0,0,0,0,0,100,33,15
2025,6,qui,5,almoco,2569.0,Lombo,Estrogonofe de grão de bico,Couve,Mosaico,0.0,25.166666666666668,23.5,60.666666666666664,2.6666666666666665,8.166666666666666,1,0,0,0,0,0,0,0,101,32,14
2025,6,sex,6,almoco,2680.0,Frango assado,Almôndega de ricota,Abobrinha,Picolé,0.0,24.066666666666666,21.900000000000002,61.666666666666664,1.0,3.966666666666667,1,0,0,0,0,0,0,0,102,31,13
2025,6,sex,6,jantar,1617.0,Lagarto,Moussaka,Batata,Pudim de maria mole,0.0,22.766666666666666,21.233333333333334,77.0,0.5,4.333333333333333,1,0,0,0,0,0,0,0,102,31,13
2025,6,sáb,7,almoco,1162.0,Bife,Bife de feijão,Cuscuz,Brigadeirão,0.0,24.866666666666664,23.099999999999998,58.333333333333336,1.9000000000000001,4.8,1,0,0,1,0,0,0,0,103,30,12
2025,6,seg,9,almoco,2698.0,Frango empanado,Tomate recheado,Acelga,Bananada,0.0,20.46666666666667,18.633333333333336,75.0,0.5666666666666667,2.466666666666667,1,0,0,0,1,0,0,0,105,28,10
2025,6,seg,9,jantar,2355.0,Bife,Estrogonofe de grão de bico,Legumes,Bolinho,0.0,18.96666666666667,17.666666666666668,85.0,0.06666666666666667,1.7666666666666666,1,0,0,0,1,0,0,0,105,28,10
2025,6,ter,10,almoco,1956.0,Filé de peixe,Batatalhoada,Brócolis,Arroz doce,0.0,19.733333333333334,18.066666666666666,71.66666666666667,1.4000000000000001,4.2,1,0,0,0,0,0,0,0,106,27,9
2025,6,ter,10,jantar,2463.0,Lombo,Almôndega de aveia,Virado,Chocolate,0.0,19.033333333333335,17.5,76.0,0.9666666666666667,4.366666666666666,1,0,0,0,0,0,0,0,106,27,9
2025,6,qua,11,almoco,2738.0,Carne em cubos,PVT,Macarrão,Barra de cereais,0.0,18.2,16.666666666666668,56.0,2.8333333333333335,6.533333333333334,1,0,0,0,0,0,0,0,107,26,8
2025,6,qua,11,jantar,2590.0,Frango assado,Omelete,Polenta,Pudim crocante,0.0,16.966666666666665,15.633333333333333,64.33333333333333,2.5,6.066666666666666,1,0,0,0,0,0,0,0,107,26,8
2025,6,qui,12,almoco,2503.0,Pernil,Suflê de legumes,Mandioca,Surpresa de abacaxi,0.0,17.066666666666666,15.366666666666667,53.0,3.1666666666666665,7.5,1,0,0,0,0,0,0,0,108,25,7
2025,6,qui,12,jantar,2181.0,Lasanha bolonhesa,Lasanha de PVT,Couve-flor,Picolé,0.0,16.566666666666666,15.066666666666668,60.333333333333336,1.5999999999999999,4.833333333333333,1,0,0,0,0,0,0,0,108,25,7
2025,6,sex,13,almoco,2771.0,Estrogonofe de frango,Bife de grão de bico,Batata palha,Pé de moça,0.0,19.03333333333333,17.066666666666666,51.333333333333336,3.5666666666666664,8.166666666666666,1,0,0,0,0,0,0,0,109,24,6
2025,6,sex,13,jantar,1440.0,Isca de carne,Batata especial,Vagem,Brigadeirão,0.0,18.933333333333334,17.0,57.333333333333336,1.3666666666666665,4.033333333333333,1,0,0,0,0,0,0,0,109,24,6
2025,6,sáb,14,almoco,1181.0,Lombo,Lasanha de abobrinha,Farofa,Gelatina,0.0,19.433333333333334,17.599999999999998,55.666666666666664,4.2,8.6,1,0,0,1,0,0,0,0,110,23,5
2025,6,seg,16,almoco,2640.0,Linguiça,Moussaka,Chuchu,Doce de leite,0.0,23.766666666666666,22.2,51.0,1.6333333333333335,4.8,1,0,0,0,1,0,0,0,112,21,3
2025,6,seg,16,jantar,2519.0,Carne em cubos,Ovo frito,Ervilha parmentier,Bolinho,0.0,22.866666666666664,20.733333333333334,63.0,0.7333333333333334,2.6999999999999997,1,0,0,0,1,0,0,0,112,21,3
2025,6,ter,17,almoco,2775.0,Carne moída,PVT,Polenta,Pudim de maria mole,0.0,22.766666666666666,21.0,43.333333333333336,3.6666666666666665,8.866666666666665,1,0,0,0,0,0,0,0,113,20,2
2025,6,ter,17,jantar,2571.0,Frango assado,Quibe de brócolis,Legumes,Pé de moça,0.0,21.400000000000002,19.099999999999998,55.0,0.9666666666666667,3.466666666666667,1,0,0,0,0,0,0,0,113,20,2
2025,6,qua,18,almoco,2749.0,Frango empanado,Omelete,Purês,Iogurte,0.0,23.53333333333333,21.333333333333332,44.333333333333336,3.0,8.1,1,0,0,1,0,1,0,0,114,19,1
2025,6,qua,18,jantar,2056.0,Hamburguer,Hamburguer de PVT,Macarrão,Bananada,0.0,21.233333333333334,19.033333333333335,60.333333333333336,0.39999999999999997,2.766666666666667,1,0,0,1,0,1,0,0,114,19,1
2025,6,seg,23,almoco,2424.0,Carne em cubos,Quibe de brócolis,Legumes,Torrone,0.06666666666666667,20.900000000000002,18.900000000000002,71.66666666666667,1.6333333333333335,8.966666666666667,1,0,0,0,1,0,0,0,119,14,53
2025,6,seg,23,jantar,2552.0,Frango empanado,Almôndega de aveia,Creme de milho,Barra de cereais,0.06666666666666667,16.533333333333335,16.3,94.0,2.1999999999999997,5.633333333333333,1,0,0,0,1,0,0,0,119,14,53
2025,6,ter,24,almoco,2628.0,Carne moída,Hamburguer de PVT,Ervilha parmentier,Bombom,0.0,14.700000000000001,13.0,51.666666666666664,1.3,5.3,1,0,0,0,0,0,0,0,120,13,52
2025,6,ter,24,jantar,2375.0,Lombo,Curry de legumes,Farofa,Arroz doce,0.0,13.633333333333335,10.966666666666667,50.333333333333336,0.13333333333333333,2.533333333333333,1,0,0,0,0,0,0,0,120,13,52
2025,6,qua,25,almoco,2832.0,Frango assado,Ovo frito,Cenoura,Bolinho,0.0,19.066666666666666,16.966666666666665,30.0,3.1666666666666665,8.433333333333332,1,0,0,0,0,0,0,0,121,12,51
2025,6,qua,25,jantar,2696.0,Estrogonofe de carne,Lasanha de abobrinha,Batata palha,Canjica,0.0,20.3,17.900000000000002,51.666666666666664,0.5,2.1999999999999997,1,0,0,0,0,0,0,0,121,12,51
2025,6,qui,26,almoco,2794.0,Carne louca,Xadrez de grão de bico,Polenta,Kit junino,0.0,25.0,22.633333333333336,51.333333333333336,2.9,7.5,1,0,0,0,0,0,0,0,122,11,50
2025,6,qui,26,jantar,2448.0,Linguiça,Omelete,Cuscuz,Kit junino,0.0,25.233333333333334,23.566666666666666,52.666666666666664,0.6333333333333333,4.666666666666667,1,0,0,0,0,0,0,0,122,11,50
2025,6,sex,27,almoco,2582.0,Hamburguer,Bife de lentilha,Macarrão,Curau,0.0,24.666666666666668,22.23333333333333,61.0,1.5,3.8666666666666667,1,0,0,0,0,0,0,0,123,10,49
2025,6,sex,27,jantar,1483.0,Peixe frito,Baião de dois,Brócolis,Chocolate,0.0,22.666666666666668,21.433333333333334,68.66666666666667,0.0,1.0666666666666667,1,0,0,0,0,0,0,0,123,10,49
2025,6,sáb,28,almoco,1548.0,Cubos de pernil,PVT,Batata,Flan de baunilha,0.0,25.433333333333337,23.666666666666668,48.0,3.766666666666667,8.633333333333333,1,0,0,1,0,0,0,0,124,9,48
2025,6,seg,30,almoco,2197.0,Bife,Batata especial,Repolho,Goiabada,0.0,26.566666666666666,25.099999999999998,37.333333333333336,2.033333333333333,6.633333333333333,1,0,0,0,1,0,0,0,126,7,46
2025,6,seg,30,jantar,2447.0,Fricassê de frango,Bife de grão de bico,Batata palha,Iogurte,0.0,23.733333333333334,22.366666666666664,59.333333333333336,1.0999999999999999,4.7,1,0,0,0,1,0,0,0,126,7,46
2025,7,ter,1,almoco,2373.0,Pernil,Hamburguer de lentilha,Virado,Manjar,0.0,22.166666666666668,20.2,65.0,0.7333333333333334,3.733333333333333,1,0,0,0,0,0,0,0,127,6,45
2025,7,ter,1,jantar,2126.0,Carne louca,Moussaka,Polenta,Bolinho,0.0,19.400000000000002,18.099999999999998,73.66666666666667,2.1666666666666665,7.233333333333333,1,0,0,0,0,0,0,0,127,6,45
2025,7,qua,2,almoco,2591.0,Frango empanado,Omelete,Creme de milho,Gelatina,0.0,20.866666666666667,19.03333333333333,59.0,2.2333333333333334,5.566666666666666,1,0,0,0,0,0,0,0,128,5,44
2025,7,qua,2,jantar,1913.0,Bife,Lasanha de abobrinha,Couve-flor,Bolinho,0.0,20.0,17.400000000000002,68.66666666666667,2.6666666666666665,6.800000000000001,1,0,0,0,0,0,0,0,128,5,44
2025,7,qui,3,almoco,2262.0,Carne moída,PVT,Macarrão,Pé de moça,0.0,18.766666666666666,16.333333333333332,65.0,1.5666666666666667,5.2,1,0,0,0,0,0,0,0,129,4,43
2025,7,qui,3,jantar,1782.0,Frango assado,Quibe de abóbora,Mandioca,Arroz doce,0.0,16.7,14.799999999999999,76.33333333333333,2.9,8.133333333333333,1,0,0,0,0,0,0,0,129,4,43
2025,7,sex,4,almoco,1842.0,Isca de carne,Suflê de legumes,Batata,Barra de cereais,0.0,20.2,18.0,62.0,1.8333333333333333,5.2,1,0,0,0,0,0,0,0,130,3,42
2025,7,sex,4,jantar,1103.0,Lombo,Ovo frito,Cuscuz,Pudim de maria mole,0.0,19.2,18.266666666666666,64.66666666666667,1.6666666666666667,4.466666666666666,1,0,0,0,0,0,0,0,130,3,42
2025,7,sáb,5,almoco,1049.0,Filé de frango,Estrogonofe de grão de bico,Chuchu,Mosaico,0.0,20.833333333333332,19.066666666666666,51.0,1.9000000000000001,5.8999999999999995,1,0,0,1,0,0,0,0,131,2,41
2025,7,seg,7,almoco,1302.0,Bife,Tomate recheado,Legumes,Bolinho,0.0,21.599999999999998,19.733333333333334,46.333333333333336,1.2333333333333334,4.7,0,0,1,1,1,0,0,0,0,0,39
2025,7,seg,7,jantar,990.0,Lombo,PVT,Batata doce,Cocada,0.0,21.3,19.066666666666666,52.333333333333336,0.7333333333333334,3.3666666666666667,0,0,1,1,1,0,0,0,0,0,39
2025,7,ter,8,almoco,1275.0,Lasanha bolonhesa,Lasanha de PVT,Repolho com cenoura,Bombom,0.0,23.03333333333333,20.96666666666667,45.666666666666664,1.5,5.0,0,0,1,1,1,0,0,1,0,0,38
2025,7,ter,8,jantar,1016.0,Frango empanado,Omelete,Creme de milho,Mousse de limão,0.0,21.233333333333334,19.233333333333334,51.333333333333336,0.7000000000000001,3.6,0,0,1,1,1,0,0,1,0,0,38
2025,7,qui,10,almoco,979.0,Linguiça,Almôndega de aveia,Abobrinha,Chocolate,0.0,21.633333333333336,19.766666666666666,44.333333333333336,3.1999999999999997,8.066666666666666,0,0,1,1,1,0,0,3,0,0,36
2025,7,qui,10,jantar,698.0,Bife,Estrogonofe de grão de bico,Chuchu,Barra de cereais,0.0,21.2,19.433333333333334,49.0,0.26666666666666666,2.1,0,0,1,1,1,0,0,3,0,0,36
2025,7,sex,11,almoco,1014.0,Estrogonofe de frango,Ovo frito,Batata palha,Flan de baunilha,0.0,23.266666666666666,21.0,43.333333333333336,1.8,7.666666666666667,0,0,1,1,1,0,0,4,0,0,35
2025,7,sex,11,jantar,575.0,Carne moída,Grãos com queijo,Macarrão,Doce de abóbora,0.0,22.266666666666666,20.666666666666668,46.0,1.0,3.533333333333333,0,0,1,1,1,0,0,4,0,0,35
2025,7,sáb,12,almoco,418.0,Pernil,Batata especial,Brócolis,Surpresa de abacaxi,0.0,22.933333333333337,21.266666666666666,42.333333333333336,2.8666666666666667,7.133333333333333,0,0,1,1,1,0,0,5,0,0,34
2025,7,seg,14,almoco,718.0,Carne em cubos,Lasanha de abobrinha,Vagem,Torrone,0.0,20.8,19.3,48.0,2.1333333333333333,5.633333333333333,0,0,1,1,1,0,0,7,0,0,32
2025,7,seg,14,jantar,680.0,Filé de frango,Quibe de brócolis,Polenta,Barra de cereais,0.0,21.2,19.333333333333332,49.0,0.3,1.6666666666666667,0,0,1,1,1,0,0,7,0,0,32
2025,7,ter,15,almoco,680.0,Peixe frito,Xadrez de PVT,Purês,Mousse de morango,0.0,23.833333333333332,21.8,33.0,1.9333333333333333,5.066666666666666,0,0,1,1,1,0,0,8,0,0,31
2025,7,ter,15,jantar,732.0,Lasanha bolonhesa,Lasanha de queijo,Repolho com cenoura,Mosaico,0.0,20.23333333333333,18.233333333333334,51.0,0.0,0.0,0,0,1,1,1,0,0,8,0,0,31
2025,7,qua,16,almoco,793.0,Filé de coxa,Omelete,Creme de milho,Arroz doce,0.0,24.2,22.433333333333334,27.666666666666668,1.3666666666666665,5.1000000000000005,0,0,1,1,1,0,0,9,0,0,30
2025,7,qua,16,jantar,669.0,Hamburguer,Hamburguer de PVT,Batata,Goiabada,0.0,22.866666666666664,20.3,39.0,0.0,0.9,0,0,1,1,1,0,0,9,0,0,30
2025,7,qui,17,almoco,817.0,Feijoada,Feijoada vegetariana,Couve,Gelatina,0.0,24.2,22.566666666666666,31.666666666666668,0.7000000000000001,3.8333333333333335,0,0,1,1,1,0,0,10,0,0,29
2025,7,qui,17,jantar,569.0,Bife,Almôndega de aveia,Ervilha parmentier,Bombom,0.0,22.833333333333332,20.166666666666668,43.666666666666664,0.0,1.4333333333333333,0,0,1,1,1,0,0,10,0,0,29
2025,7,sex,18,almoco,693.0,Lagarto,Curry de legumes,Macarrão,Goiabada,0.0,24.433333333333334,22.53333333333333,42.0,1.8666666666666665,6.433333333333333,0,0,1,1,1,0,0,11,0,0,28
2025,7,sex,18,jantar,451.0,Pernil,Ovo frito,Farofa,Curau,0.0,23.133333333333336,21.333333333333332,48.333333333333336,1.2666666666666666,6.833333333333333,0,0,1,1,1,0,0,11,0,0,28
2025,7,sáb,19,almoco,344.0,Bife,Grãos com queijo,Couve-flor,Iogurte,0.0,24.0,21.933333333333334,35.333333333333336,0.3333333333333333,2.7999999999999994,0,0,1,1,1,0,0,12,0,0,27
2025,7,seg,21,almoco,855.0,Frango empanado,Ovo frito,Creme de milho,Bananada,0.0,24.8,22.866666666666664,41.666666666666664,1.6666666666666667,5.733333333333333,0,0,1,1,1,0,0,14,0,0,25
2025,7,seg,21,jantar,649.0,Bife,Batata especial,Abobrinha,Chocolate,0.0,24.03333333333333,21.7,46.0,0.3666666666666667,3.3666666666666667,0,0,1,1,1,0,0,14,0,0,25
2025,7,ter,22,almoco,884.0,Estrogonofe de carne,Quibe de brócolis,Batata palha,Canjica,0.0,25.866666666666664,24.0,34.0,0.03333333333333333,4.233333333333333,0,0,1,1,1,0,0,15,0,0,24
2025,7,ter,22,jantar,648.0,Bisteca,Bife de grão de bico,Couve,Marigel,0.0,23.766666666666666,21.233333333333334,46.333333333333336,0.6,3.6666666666666665,0,0,1,1,1,0,0,15,0,0,24
2025,7,qua,23,almoco,701.0,Bife,Almôndega de ricota,Mandioca,Curau,0.0,24.599999999999998,23.166666666666668,33.0,0.0,1.2,0,0,1,1,1,0,0,16,0,0,23
2025,7,qua,23,jantar,439.0,Filé de peixe,Batatalhoada,Vagem,Iogurte,0.0,23.266666666666666,21.733333333333334,35.666666666666664,0.0,0.5333333333333333,0,0,1,1,1,0,0,16,0,0,23
2025,7,qui,24,almoco,695.0,Lombo,Moussaka,Farofa,Cocada,0.0,23.3,20.933333333333334,38.0,0.8666666666666667,4.233333333333333,0,0,1,1,1,0,0,17,0,0,22
2025,7,qui,24,jantar,640.0,Isca de carne,Suflê de legumes,Batata,Manjar,0.0,23.46666666666667,21.633333333333336,46.0,1.4333333333333333,4.166666666666667,0,0,1,1,1,0,0,17,0,0,22
2025,7,sex,25,almoco,767.0,Hamburguer,Hamburguer de PVT,Legumes,Brigadeirão,0.0,24.633333333333336,21.333333333333332,52.666666666666664,1.1666666666666667,6.466666666666666,0,0,1,1,1,0,0,18,0,0,21
2025,7,sex,25,jantar,545.0,Filé de coxa,Omelete,Macarrão,Gelatina,0.0,18.733333333333334,17.733333333333334,67.33333333333333,1.4666666666666668,5.1000000000000005,0,0,1,1,1,0,0,18,0,0,21
2025,7,sáb,26,almoco,410.0,Carne em cubos,Xadrez de grão de bico,Ervilha parmentier,Barra de cereais,0.0,24.46666666666667,22.633333333333336,37.0,2.033333333333333,5.266666666666667,0,0,1,1,1,0,0,19,0,0,20
2025,7,seg,28,almoco,726.0,Bife,Quibe de abóbora,Batata doce,Bolinho,0.0,18.133333333333336,16.96666666666667,81.66666666666667,2.3666666666666667,7.066666666666666,0,0,1,1,1,0,0,21,0,0,18
2025,7,seg,28,jantar,697.0,Filé de frango,Ovo frito,Creme de milho,Torrone,0.0,18.5,17.599999999999998,85.0,2.033333333333333,5.733333333333333,0,0,1,1,1,0,0,21,0,0,18
2025,7,ter,29,almoco,812.0,Lombo,Bife de grão de bico,Polenta,Pudim de maria mole,0.0,18.166666666666668,15.866666666666667,50.666666666666664,1.4333333333333333,4.8999999999999995,0,0,1,1,1,0,0,22,0,0,17
2025,7,ter,29,jantar,880.0,Estrogonofe de carne,Almôndega de aveia,Batata palha,Canjica,0.0,18.333333333333332,16.166666666666668,37.333333333333336,0.7999999999999999,4.833333333333333,0,0,1,1,1,0,0,22,0,0,17
